"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"LaGuardia Airport","Union Sq",22,-73.8739659,40.7769271,-73.9910835,40.7358633,110
"LaGuardia Airport","Upper East Side North",12,-73.8739659,40.7769271,-73.9565551,40.7735649,110
"Lenox Hill East","Alphabet City",16,-73.9602312,40.7662315,-73.9785952,40.7260601,110
"Lenox Hill East","Alphabet City",18,-73.9602312,40.7662315,-73.9785952,40.7260601,110
"Lenox Hill East","Alphabet City",20,-73.9602312,40.7662315,-73.9785952,40.7260601,110
"Lenox Hill East","Battery Park City",14,-73.9602312,40.7662315,-74.0160576,40.7122172,110
"Lenox Hill East","Breezy Point/Fort Tilden/Riis Beach",14,-73.9602312,40.7662315,-74.0059413,40.7127837,110
"Lenox Hill East","Brooklyn Heights",22,-73.9602312,40.7662315,-73.9932872,40.6960105,110
"Lenox Hill East","Chinatown",12,-73.9602312,40.7662315,-73.9970307,40.7157509,110
"Lenox Hill East","Chinatown",22,-73.9602312,40.7662315,-73.9970307,40.7157509,110
"Lenox Hill East","East Village",10,-73.9602312,40.7662315,-73.9815337,40.7264773,110
"Lenox Hill East","Financial District North",22,-73.9602312,40.7662315,-74.0112764,40.7074909,110
"Lenox Hill East","Greenpoint",22,-73.9602312,40.7662315,-73.9418603,40.7245448,110
"Lenox Hill East","Hamilton Heights",16,-73.9602312,40.7662315,-73.9496079,40.8259597,110
"Lenox Hill East","Jackson Heights",0,-73.9602312,40.7662315,-73.8830701,40.7556818,110
"Lenox Hill East","Kips Bay",4,-73.9602312,40.7662315,-73.9800645,40.7423292,110
"Lenox Hill East","Lincoln Square East",2,-73.9602312,40.7662315,-73.9844722,40.773828,110
"Lenox Hill East","Long Island City/Queens Plaza",4,-73.9602312,40.7662315,-73.9373702,40.7487173,110
"Lenox Hill East","Long Island City/Queens Plaza",22,-73.9602312,40.7662315,-73.9373702,40.7487173,110
"Lenox Hill East","Morningside Heights",6,-73.9602312,40.7662315,-73.9624327,40.8089564,110
"Lenox Hill East","Morningside Heights",22,-73.9602312,40.7662315,-73.9624327,40.8089564,110
"Lenox Hill East","Seaport",20,-73.9602312,40.7662315,-74.006884,40.711197,110
"Lenox Hill East","Stuyvesant Heights",6,-73.9602312,40.7662315,-73.9880663,40.7299553,110
"Lenox Hill East","Sunnyside",0,-73.9602312,40.7662315,-73.9196324,40.7432759,110
"Lenox Hill East","Sunnyside",18,-73.9602312,40.7662315,-73.9196324,40.7432759,110
"Lenox Hill East","Union Sq",0,-73.9602312,40.7662315,-73.9910835,40.7358633,110
"Lenox Hill East","Washington Heights North",20,-73.9602312,40.7662315,-73.9393554,40.8417082,110
"Lenox Hill East","Washington Heights North",22,-73.9602312,40.7662315,-73.9393554,40.8417082,110
"Lenox Hill East","World Trade Center",14,-73.9602312,40.7662315,-74.0131196,40.7118011,110
"Lincoln Square East","Alphabet City",20,-73.9844722,40.773828,-73.9785952,40.7260601,110
"Lincoln Square East","Brooklyn Heights",22,-73.9844722,40.773828,-73.9932872,40.6960105,110
"Lincoln Square East","Chinatown",14,-73.9844722,40.773828,-73.9970307,40.7157509,110
"Lincoln Square East","Far Rockaway",16,-73.9844722,40.773828,-73.7448437,40.5998931,110
"Lincoln Square East","Gramercy",6,-73.9844722,40.773828,-73.9818443,40.7376407,110
"Lincoln Square East","Gramercy",14,-73.9844722,40.773828,-73.9818443,40.7376407,110
"Lincoln Square East","Jackson Heights",0,-73.9844722,40.773828,-73.8830701,40.7556818,110
"Lincoln Square East","Manhattanville",10,-73.9844722,40.773828,-73.9558333,40.8169443,110
"Lincoln Square East","Murray Hill",2,-73.9844722,40.773828,-73.9756567,40.7478792,110
"Lincoln Square East","Newark Airport",18,-73.9844722,40.773828,-74.1744624,40.6895314,110
"Lincoln Square East","Randalls Island",0,-73.9844722,40.773828,-73.9271644,40.7891291,110
"Lincoln Square East","Randalls Island",12,-73.9844722,40.773828,-73.9271644,40.7891291,110
"Lincoln Square East","Randalls Island",16,-73.9844722,40.773828,-73.9271644,40.7891291,110
"Lincoln Square East","Seaport",16,-73.9844722,40.773828,-74.006884,40.711197,110
"Lincoln Square East","Stuy Town/Peter Cooper Village",12,-73.9844722,40.773828,-73.9778494,40.7316903,110
"Lincoln Square East","Stuyvesant Heights",2,-73.9844722,40.773828,-73.9880663,40.7299553,110
"Little Italy/NoLiTa","Bloomingdale",18,-73.9954909,40.7228971,-73.9697795,40.7988958,110
"Little Italy/NoLiTa","Brooklyn Heights",2,-73.9954909,40.7228971,-73.9932872,40.6960105,110
"Little Italy/NoLiTa","Clinton Hill",4,-73.9954909,40.7228971,-73.9639021,40.6893665,110
"Little Italy/NoLiTa","Cobble Hill",2,-73.9954909,40.7228971,-73.9962255,40.686536,110
"Little Italy/NoLiTa","Crown Heights North",18,-73.9954909,40.7228971,-73.9447994,40.6681032,110
"Little Italy/NoLiTa","East Harlem North",4,-73.9954909,40.7228971,-73.9464769,40.8115504,110
"Little Italy/NoLiTa","East Williamsburg",18,-73.9954909,40.7228971,-73.9330429,40.7158762,110
