"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"Stuyvesant Heights","Greenwich Village North",18,-73.9880663,40.7299553,-74.0027418,40.7335719,1750
"Stuyvesant Heights","Penn Station/Madison Sq West",22,-73.9880663,40.7299553,-73.9880662,40.7433858,1750
"Stuyvesant Heights","Stuyvesant Heights",20,-73.9880663,40.7299553,-73.9880663,40.7299553,1750
"Sutton Place/Turtle Bay North","Yorkville East",14,-73.9601669,40.7580204,-73.9492079,40.7762231,1750
"Upper East Side North","Garment District",16,-73.9565551,40.7735649,-73.9916342,40.7547072,1750
"Upper West Side North","Morningside Heights",18,-73.9753676,40.7870106,-73.9624327,40.8089564,1750
"Central Park","Clinton East",18,-73.9741874,40.7711329,-73.9918181,40.7637581,1740
"Central Park","Times Sq/Theatre District",8,-73.9741874,40.7711329,-73.9841274,40.7592686,1740
"Central Park","Upper West Side North",22,-73.9741874,40.7711329,-73.9753676,40.7870106,1740
"Clinton East","East Chelsea",16,-73.9918181,40.7637581,-74.0013737,40.7465004,1740
"East Chelsea","Penn Station/Madison Sq West",12,-74.0013737,40.7465004,-73.9880662,40.7433858,1740
"Flatiron","Penn Station/Madison Sq West",16,-73.9896986,40.7410605,-73.9880662,40.7433858,1740
"Greenwich Village North","East Chelsea",18,-74.0027418,40.7335719,-74.0013737,40.7465004,1740
"Midtown Center","Murray Hill",10,-73.9784137,40.7553676,-73.9756567,40.7478792,1740
"Penn Station/Madison Sq West","Little Italy/NoLiTa",20,-73.9880662,40.7433858,-73.9954909,40.7228971,1740
"Penn Station/Madison Sq West","Murray Hill",12,-73.9880662,40.7433858,-73.9756567,40.7478792,1740
"Penn Station/Madison Sq West","Union Sq",14,-73.9880662,40.7433858,-73.9910835,40.7358633,1740
"SoHo","Little Italy/NoLiTa",18,-74.0029883,40.723301,-73.9954909,40.7228971,1740
"Stuyvesant Heights","Garment District",0,-73.9880663,40.7299553,-73.9916342,40.7547072,1740
"Bloomingdale","Central Harlem",14,-73.9697795,40.7988958,-73.9538699,40.7988378,1730
"East Chelsea","Penn Station/Madison Sq West",20,-74.0013737,40.7465004,-73.9880662,40.7433858,1730
"Garment District","Upper East Side North",12,-73.9916342,40.7547072,-73.9565551,40.7735649,1730
"Kips Bay","Midtown East",18,-73.9800645,40.7423292,-73.9668408,40.7540369,1730
"Lenox Hill East","Garment District",20,-73.9602312,40.7662315,-73.9916342,40.7547072,1730
"Little Italy/NoLiTa","East Chelsea",18,-73.9954909,40.7228971,-74.0013737,40.7465004,1730
"Meatpacking/West Village West","Times Sq/Theatre District",0,-74.0085128,40.7406973,-73.9841274,40.7592686,1730
"Midtown East","Penn Station/Madison Sq West",18,-73.9668408,40.7540369,-73.9880662,40.7433858,1730
"Midtown North","Lincoln Square East",18,-73.9840195,40.7549309,-73.9844722,40.773828,1730
"Midtown North","Lincoln Square East",20,-73.9840195,40.7549309,-73.9844722,40.773828,1730
"Murray Hill","Penn Station/Madison Sq West",14,-73.9756567,40.7478792,-73.9880662,40.7433858,1730
"Penn Station/Madison Sq West","Yorkville East",20,-73.9880662,40.7433858,-73.9492079,40.7762231,1730
"Stuyvesant Heights","Kips Bay",18,-73.9880663,40.7299553,-73.9800645,40.7423292,1730
"Times Sq/Theatre District","JFK Airport",12,-73.9841274,40.7592686,-73.7781391,40.6413111,1730
"Times Sq/Theatre District","JFK Airport",16,-73.9841274,40.7592686,-73.7781391,40.6413111,1730
"Times Sq/Theatre District","Midtown North",20,-73.9841274,40.7592686,-73.9840195,40.7549309,1730
"Union Sq","Penn Station/Madison Sq West",14,-73.9910835,40.7358633,-73.9880662,40.7433858,1730
"Upper East Side North","Bloomingdale",16,-73.9565551,40.7735649,-73.9697795,40.7988958,1730
"Upper East Side North","Times Sq/Theatre District",10,-73.9565551,40.7735649,-73.9841274,40.7592686,1730
"West Village","East Chelsea",10,-74.0035709,40.735781,-74.0013737,40.7465004,1730
"Central Park","Midtown East",20,-73.9741874,40.7711329,-73.9668408,40.7540369,1720
"East Chelsea","Flatiron",16,-74.0013737,40.7465004,-73.9896986,40.7410605,1720
"East Chelsea","Greenwich Village North",22,-74.0013737,40.7465004,-74.0027418,40.7335719,1720
"East Chelsea","Times Sq/Theatre District",12,-74.0013737,40.7465004,-73.9841274,40.7592686,1720
"Flatiron","Kips Bay",18,-73.9896986,40.7410605,-73.9800645,40.7423292,1720
"Lenox Hill East","Garment District",16,-73.9602312,40.7662315,-73.9916342,40.7547072,1720
"Little Italy/NoLiTa","East Village",22,-73.9954909,40.7228971,-73.9815337,40.7264773,1720
"Midtown Center","Clinton East",10,-73.9784137,40.7553676,-73.9918181,40.7637581,1720
"Murray Hill","Kips Bay",12,-73.9756567,40.7478792,-73.9800645,40.7423292,1720
"Times Sq/Theatre District","East Chelsea",16,-73.9841274,40.7592686,-74.0013737,40.7465004,1720
"Times Sq/Theatre District","Yorkville East",16,-73.9841274,40.7592686,-73.9492079,40.7762231,1720
"Union Sq","East Chelsea",14,-73.9910835,40.7358633,-74.0013737,40.7465004,1720
"Union Sq","Kips Bay",20,-73.9910835,40.7358633,-73.9800645,40.7423292,1720
"Clinton East","Clinton East",14,-73.9918181,40.7637581,-73.9918181,40.7637581,1710
"East Chelsea","Clinton East",14,-74.0013737,40.7465004,-73.9918181,40.7637581,1710
"East Chelsea","Union Sq",10,-74.0013737,40.7465004,-73.9910835,40.7358633,1710
"Flatiron","Little Italy/NoLiTa",18,-73.9896986,40.7410605,-73.9954909,40.7228971,1710
"Greenwich Village North","Penn Station/Madison Sq West",22,-74.0027418,40.7335719,-73.9880662,40.7433858,1710
"Lincoln Square East","Yorkville East",14,-73.9844722,40.773828,-73.9492079,40.7762231,1710
"Meatpacking/West Village West","Garment District",0,-74.0085128,40.7406973,-73.9916342,40.7547072,1710
"Midtown East","Central Park",18,-73.9668408,40.7540369,-73.9741874,40.7711329,1710
"Murray Hill","Gramercy",16,-73.9756567,40.7478792,-73.9818443,40.7376407,1710
"Penn Station/Madison Sq West","East Chelsea",16,-73.9880662,40.7433858,-74.0013737,40.7465004,1710
"Upper West Side North","Central Harlem",12,-73.9753676,40.7870106,-73.9538699,40.7988378,1710
"Yorkville East","Lincoln Square East",12,-73.9492079,40.7762231,-73.9844722,40.773828,1710
"Bloomingdale","Lincoln Square East",20,-73.9697795,40.7988958,-73.9844722,40.773828,1700
"East Chelsea","Penn Station/Madison Sq West",10,-74.0013737,40.7465004,-73.9880662,40.7433858,1700
"Garment District","Midtown North",20,-73.9916342,40.7547072,-73.9840195,40.7549309,1700
"Penn Station/Madison Sq West","Central Park",14,-73.9880662,40.7433858,-73.9741874,40.7711329,1700
"Penn Station/Madison Sq West","East Chelsea",12,-73.9880662,40.7433858,-74.0013737,40.7465004,1700
"Penn Station/Madison Sq West","Meatpacking/West Village West",18,-73.9880662,40.7433858,-74.0085128,40.7406973,1700
"SoHo","Stuyvesant Heights",18,-74.0029883,40.723301,-73.9880663,40.7299553,1700
"Times Sq/Theatre District","Penn Station/Madison Sq West",10,-73.9841274,40.7592686,-73.9880662,40.7433858,1700
"Union Sq","Penn Station/Madison Sq West",8,-73.9910835,40.7358633,-73.9880662,40.7433858,1700
"Upper East Side North","Garment District",6,-73.9565551,40.7735649,-73.9916342,40.7547072,1700
"East Chelsea","Union Sq",12,-74.0013737,40.7465004,-73.9910835,40.7358633,1690
"East Elmhurst","Garment District",10,-73.8713099,40.7737505,-73.9916342,40.7547072,1690
"East Elmhurst","Midtown North",12,-73.8713099,40.7737505,-73.9840195,40.7549309,1690
"Gramercy","Stuyvesant Heights",20,-73.9818443,40.7376407,-73.9880663,40.7299553,1690
"Greenwich Village North","Little Italy/NoLiTa",0,-74.0027418,40.7335719,-73.9954909,40.7228971,1690
"Little Italy/NoLiTa","Stuyvesant Heights",2,-73.9954909,40.7228971,-73.9880663,40.7299553,1690
"Midtown Center","Upper West Side North",22,-73.9784137,40.7553676,-73.9753676,40.7870106,1690
"Midtown East","Lincoln Square East",16,-73.9668408,40.7540369,-73.9844722,40.773828,1690
"Midtown North","Midtown Center",20,-73.9840195,40.7549309,-73.9784137,40.7553676,1690
"SoHo","Greenwich Village North",18,-74.0029883,40.723301,-74.0027418,40.7335719,1690
"Stuyvesant Heights","Midtown Center",6,-73.9880663,40.7299553,-73.9784137,40.7553676,1690
"Upper West Side North","Morningside Heights",14,-73.9753676,40.7870106,-73.9624327,40.8089564,1690
"East Chelsea","Union Sq",8,-74.0013737,40.7465004,-73.9910835,40.7358633,1680
"Flatiron","Penn Station/Madison Sq West",18,-73.9896986,40.7410605,-73.9880662,40.7433858,1680
"Garment District","Gramercy",18,-73.9916342,40.7547072,-73.9818443,40.7376407,1680
"Garment District","Yorkville East",16,-73.9916342,40.7547072,-73.9492079,40.7762231,1680
"Lincoln Square East","Yorkville East",12,-73.9844722,40.773828,-73.9492079,40.7762231,1680
"Upper West Side North","Clinton East",16,-73.9753676,40.7870106,-73.9918181,40.7637581,1680
"Yorkville East","Midtown East",16,-73.9492079,40.7762231,-73.9668408,40.7540369,1680
"Clinton East","Upper West Side North",22,-73.9918181,40.7637581,-73.9753676,40.7870106,1670
"East Chelsea","Lincoln Square East",18,-74.0013737,40.7465004,-73.9844722,40.773828,1670
"East Chelsea","West Village",20,-74.0013737,40.7465004,-74.0035709,40.735781,1670
"JFK Airport","Times Sq/Theatre District",22,-73.7781391,40.6413111,-73.9841274,40.7592686,1670
"Lenox Hill East","Murray Hill",16,-73.9602312,40.7662315,-73.9756567,40.7478792,1670
"Meatpacking/West Village West","East Chelsea",18,-74.0085128,40.7406973,-74.0013737,40.7465004,1670
"Midtown North","Midtown Center",22,-73.9840195,40.7549309,-73.9784137,40.7553676,1670
"Murray Hill","Upper East Side North",20,-73.9756567,40.7478792,-73.9565551,40.7735649,1670
"Penn Station/Madison Sq West","Central Park",10,-73.9880662,40.7433858,-73.9741874,40.7711329,1670
"Stuyvesant Heights","East Village",22,-73.9880663,40.7299553,-73.9815337,40.7264773,1670
"Sutton Place/Turtle Bay North","Upper East Side North",8,-73.9601669,40.7580204,-73.9565551,40.7735649,1670
"Upper East Side North","Midtown North",6,-73.9565551,40.7735649,-73.9840195,40.7549309,1670
"Yorkville East","Central Park",6,-73.9492079,40.7762231,-73.9741874,40.7711329,1670
"Yorkville East","Midtown East",14,-73.9492079,40.7762231,-73.9668408,40.7540369,1670
"East Chelsea","Meatpacking/West Village West",20,-74.0013737,40.7465004,-74.0085128,40.7406973,1660
"East Elmhurst","Midtown Center",18,-73.8713099,40.7737505,-73.9784137,40.7553676,1660
"Gramercy","Garment District",8,-73.9818443,40.7376407,-73.9916342,40.7547072,1660
"Greenwich Village North","Stuyvesant Heights",0,-74.0027418,40.7335719,-73.9880663,40.7299553,1660
"Kips Bay","Union Sq",18,-73.9800645,40.7423292,-73.9910835,40.7358633,1660
"Lenox Hill East","Midtown North",8,-73.9602312,40.7662315,-73.9840195,40.7549309,1660
"Midtown Center","Union Sq",14,-73.9784137,40.7553676,-73.9910835,40.7358633,1660
"Murray Hill","Lenox Hill East",12,-73.9756567,40.7478792,-73.9602312,40.7662315,1660
"Murray Hill","Lenox Hill East",16,-73.9756567,40.7478792,-73.9602312,40.7662315,1660
"Penn Station/Madison Sq West","Midtown East",22,-73.9880662,40.7433858,-73.9668408,40.7540369,1660
"Times Sq/Theatre District","Kips Bay",20,-73.9841274,40.7592686,-73.9800645,40.7423292,1660
"Union Sq","Garment District",12,-73.9910835,40.7358633,-73.9916342,40.7547072,1660
"Upper East Side North","Sutton Place/Turtle Bay North",12,-73.9565551,40.7735649,-73.9601669,40.7580204,1660
"Upper West Side North","Morningside Heights",16,-73.9753676,40.7870106,-73.9624327,40.8089564,1660
"Garment District","Kips Bay",16,-73.9916342,40.7547072,-73.9800645,40.7423292,1650
"Kips Bay","Garment District",6,-73.9800645,40.7423292,-73.9916342,40.7547072,1650
"Kips Bay","Murray Hill",10,-73.9800645,40.7423292,-73.9756567,40.7478792,1650
"Kips Bay","Murray Hill",14,-73.9800645,40.7423292,-73.9756567,40.7478792,1650
"Kips Bay","Stuyvesant Heights",0,-73.9800645,40.7423292,-73.9880663,40.7299553,1650
"Lenox Hill East","Upper West Side North",10,-73.9602312,40.7662315,-73.9753676,40.7870106,1650
"Little Italy/NoLiTa","Union Sq",22,-73.9954909,40.7228971,-73.9910835,40.7358633,1650
"Meatpacking/West Village West","Meatpacking/West Village West",0,-74.0085128,40.7406973,-74.0085128,40.7406973,1650
"Midtown Center","Clinton East",16,-73.9784137,40.7553676,-73.9918181,40.7637581,1650
"Midtown East","Penn Station/Madison Sq West",12,-73.9668408,40.7540369,-73.9880662,40.7433858,1650
"Midtown East","UN/Turtle Bay South",8,-73.9668408,40.7540369,-73.9694292,40.7507161,1650
"Midtown North","Upper East Side North",20,-73.9840195,40.7549309,-73.9565551,40.7735649,1650
"Murray Hill","Midtown East",6,-73.9756567,40.7478792,-73.9668408,40.7540369,1650
"Penn Station/Madison Sq West","Union Sq",16,-73.9880662,40.7433858,-73.9910835,40.7358633,1650
"Stuyvesant Heights","Gramercy",22,-73.9880663,40.7299553,-73.9818443,40.7376407,1650
"Sutton Place/Turtle Bay North","Yorkville East",12,-73.9601669,40.7580204,-73.9492079,40.7762231,1650
"Times Sq/Theatre District","Meatpacking/West Village West",20,-73.9841274,40.7592686,-74.0085128,40.7406973,1650
"Times Sq/Theatre District","Penn Station/Madison Sq West",14,-73.9841274,40.7592686,-73.9880662,40.7433858,1650
"West Village","East Chelsea",20,-74.0035709,40.735781,-74.0013737,40.7465004,1650
"Yorkville East","Upper West Side North",22,-73.9492079,40.7762231,-73.9753676,40.7870106,1650
"Kips Bay","Murray Hill",20,-73.9800645,40.7423292,-73.9756567,40.7478792,1640
"Little Italy/NoLiTa","Murray Hill",20,-73.9954909,40.7228971,-73.9756567,40.7478792,1640
"Midtown East","Times Sq/Theatre District",14,-73.9668408,40.7540369,-73.9841274,40.7592686,1640
"Times Sq/Theatre District","Yorkville East",0,-73.9841274,40.7592686,-73.9492079,40.7762231,1640
"Union Sq","Garment District",10,-73.9910835,40.7358633,-73.9916342,40.7547072,1640
"Union Sq","Little Italy/NoLiTa",22,-73.9910835,40.7358633,-73.9954909,40.7228971,1640
"Clinton East","Garment District",2,-73.9918181,40.7637581,-73.9916342,40.7547072,1630
"East Chelsea","Midtown North",8,-74.0013737,40.7465004,-73.9840195,40.7549309,1630
"East Elmhurst","Midtown North",8,-73.8713099,40.7737505,-73.9840195,40.7549309,1630
"Garment District","Upper West Side North",14,-73.9916342,40.7547072,-73.9753676,40.7870106,1630
"Lenox Hill East","Garment District",6,-73.9602312,40.7662315,-73.9916342,40.7547072,1630
"Little Italy/NoLiTa","Penn Station/Madison Sq West",20,-73.9954909,40.7228971,-73.9880662,40.7433858,1630
"Midtown Center","Little Italy/NoLiTa",20,-73.9784137,40.7553676,-73.9954909,40.7228971,1630
"Midtown Center","Union Sq",16,-73.9784137,40.7553676,-73.9910835,40.7358633,1630
"Midtown East","Times Sq/Theatre District",12,-73.9668408,40.7540369,-73.9841274,40.7592686,1630
"Midtown North","East Elmhurst",14,-73.9840195,40.7549309,-73.8713099,40.7737505,1630
"Penn Station/Madison Sq West","Union Sq",10,-73.9880662,40.7433858,-73.9910835,40.7358633,1630
"Stuyvesant Heights","Garment District",18,-73.9880663,40.7299553,-73.9916342,40.7547072,1630
"Times Sq/Theatre District","Lenox Hill East",14,-73.9841274,40.7592686,-73.9602312,40.7662315,1630
"Times Sq/Theatre District","Midtown Center",0,-73.9841274,40.7592686,-73.9784137,40.7553676,1630
"Union Sq","East Chelsea",12,-73.9910835,40.7358633,-74.0013737,40.7465004,1630
"Bloomingdale","Central Harlem",10,-73.9697795,40.7988958,-73.9538699,40.7988378,1620
"Central Harlem","Central Harlem",8,-73.9538699,40.7988378,-73.9538699,40.7988378,1620
"East Chelsea","Penn Station/Madison Sq West",14,-74.0013737,40.7465004,-73.9880662,40.7433858,1620
"Flatiron","Midtown Center",18,-73.9896986,40.7410605,-73.9784137,40.7553676,1620
"Kips Bay","Union Sq",8,-73.9800645,40.7423292,-73.9910835,40.7358633,1620
"Lenox Hill East","Sutton Place/Turtle Bay North",18,-73.9602312,40.7662315,-73.9601669,40.7580204,1620
"Meatpacking/West Village West","Garment District",16,-74.0085128,40.7406973,-73.9916342,40.7547072,1620
"Midtown East","Midtown East",12,-73.9668408,40.7540369,-73.9668408,40.7540369,1620
"Murray Hill","Yorkville East",18,-73.9756567,40.7478792,-73.9492079,40.7762231,1620
"Penn Station/Madison Sq West","Midtown East",20,-73.9880662,40.7433858,-73.9668408,40.7540369,1620
"Penn Station/Madison Sq West","Murray Hill",10,-73.9880662,40.7433858,-73.9756567,40.7478792,1620
"Penn Station/Madison Sq West","Penn Station/Madison Sq West",14,-73.9880662,40.7433858,-73.9880662,40.7433858,1620
"SoHo","Little Italy/NoLiTa",20,-74.0029883,40.723301,-73.9954909,40.7228971,1620
"Stuyvesant Heights","East Village",20,-73.9880663,40.7299553,-73.9815337,40.7264773,1620
"Union Sq","Kips Bay",18,-73.9910835,40.7358633,-73.9800645,40.7423292,1620
"Upper East Side North","Central Harlem",22,-73.9565551,40.7735649,-73.9538699,40.7988378,1620
"Bloomingdale","Bloomingdale",22,-73.9697795,40.7988958,-73.9697795,40.7988958,1610
"Central Park","Midtown Center",22,-73.9741874,40.7711329,-73.9784137,40.7553676,1610
"Clinton East","East Chelsea",14,-73.9918181,40.7637581,-74.0013737,40.7465004,1610
"East Chelsea","Stuyvesant Heights",18,-74.0013737,40.7465004,-73.9880663,40.7299553,1610
"Greenwich Village North","East Village",22,-74.0027418,40.7335719,-73.9815337,40.7264773,1610
"Midtown East","Penn Station/Madison Sq West",20,-73.9668408,40.7540369,-73.9880662,40.7433858,1610
"Murray Hill","Midtown Center",16,-73.9756567,40.7478792,-73.9784137,40.7553676,1610
"Penn Station/Madison Sq West","Midtown North",16,-73.9880662,40.7433858,-73.9840195,40.7549309,1610
"Upper West Side North","Midtown Center",14,-73.9753676,40.7870106,-73.9784137,40.7553676,1610
"Bloomingdale","Upper East Side North",8,-73.9697795,40.7988958,-73.9565551,40.7735649,1600
"East Chelsea","Penn Station/Madison Sq West",16,-74.0013737,40.7465004,-73.9880662,40.7433858,1600
"East Chelsea","Times Sq/Theatre District",14,-74.0013737,40.7465004,-73.9841274,40.7592686,1600
"Flatiron","Midtown Center",16,-73.9896986,40.7410605,-73.9784137,40.7553676,1600
"Garment District","Central Park",20,-73.9916342,40.7547072,-73.9741874,40.7711329,1600
"Garment District","Kips Bay",12,-73.9916342,40.7547072,-73.9800645,40.7423292,1600
"JFK Airport","Garment District",14,-73.7781391,40.6413111,-73.9916342,40.7547072,1600
"Midtown Center","East Chelsea",12,-73.9784137,40.7553676,-74.0013737,40.7465004,1600
"Penn Station/Madison Sq West","Clinton East",18,-73.9880662,40.7433858,-73.9918181,40.7637581,1600
"Penn Station/Madison Sq West","Penn Station/Madison Sq West",18,-73.9880662,40.7433858,-73.9880662,40.7433858,1600
"Stuyvesant Heights","Kips Bay",2,-73.9880663,40.7299553,-73.9800645,40.7423292,1600
"Stuyvesant Heights","Little Italy/NoLiTa",12,-73.9880663,40.7299553,-73.9954909,40.7228971,1600
"Times Sq/Theatre District","Midtown East",0,-73.9841274,40.7592686,-73.9668408,40.7540369,1600
"Upper West Side North","Lenox Hill East",8,-73.9753676,40.7870106,-73.9602312,40.7662315,1600
"Upper West Side North","Midtown East",8,-73.9753676,40.7870106,-73.9668408,40.7540369,1600
"Yorkville East","Lincoln Square East",14,-73.9492079,40.7762231,-73.9844722,40.773828,1600
"Clinton East","Midtown Center",12,-73.9918181,40.7637581,-73.9784137,40.7553676,1590
"Greenwich Village North","Garment District",0,-74.0027418,40.7335719,-73.9916342,40.7547072,1590
"JFK Airport","JFK Airport",18,-73.7781391,40.6413111,-73.7781391,40.6413111,1590
"Kips Bay","Garment District",16,-73.9800645,40.7423292,-73.9916342,40.7547072,1590
"Lenox Hill East","Midtown East",22,-73.9602312,40.7662315,-73.9668408,40.7540369,1590
"Little Italy/NoLiTa","Garment District",18,-73.9954909,40.7228971,-73.9916342,40.7547072,1590
"Little Italy/NoLiTa","Little Italy/NoLiTa",2,-73.9954909,40.7228971,-73.9954909,40.7228971,1590
"Little Italy/NoLiTa","Stuyvesant Heights",16,-73.9954909,40.7228971,-73.9880663,40.7299553,1590
"Little Italy/NoLiTa","Union Sq",14,-73.9954909,40.7228971,-73.9910835,40.7358633,1590
"Midtown East","Kips Bay",16,-73.9668408,40.7540369,-73.9800645,40.7423292,1590
"Midtown East","Times Sq/Theatre District",16,-73.9668408,40.7540369,-73.9841274,40.7592686,1590
"Penn Station/Madison Sq West","Kips Bay",20,-73.9880662,40.7433858,-73.9800645,40.7423292,1590
"Stuyvesant Heights","Little Italy/NoLiTa",16,-73.9880663,40.7299553,-73.9954909,40.7228971,1590
"Stuyvesant Heights","Stuyvesant Heights",18,-73.9880663,40.7299553,-73.9880663,40.7299553,1590
"Times Sq/Theatre District","Garment District",2,-73.9841274,40.7592686,-73.9916342,40.7547072,1590
"Times Sq/Theatre District","Midtown East",8,-73.9841274,40.7592686,-73.9668408,40.7540369,1590
"Times Sq/Theatre District","Penn Station/Madison Sq West",12,-73.9841274,40.7592686,-73.9880662,40.7433858,1590
"Yorkville East","Upper West Side North",6,-73.9492079,40.7762231,-73.9753676,40.7870106,1590
"East Chelsea","Lincoln Square East",22,-74.0013737,40.7465004,-73.9844722,40.773828,1580
"Flatiron","Murray Hill",18,-73.9896986,40.7410605,-73.9756567,40.7478792,1580
"Garment District","Upper East Side North",8,-73.9916342,40.7547072,-73.9565551,40.7735649,1580
"Greenwich Village North","Flatiron",18,-74.0027418,40.7335719,-73.9896986,40.7410605,1580
"Greenwich Village North","Penn Station/Madison Sq West",20,-74.0027418,40.7335719,-73.9880662,40.7433858,1580
"JFK Airport","Midtown Center",14,-73.7781391,40.6413111,-73.9784137,40.7553676,1580
"Lincoln Square East","Lenox Hill East",6,-73.9844722,40.773828,-73.9602312,40.7662315,1580
"Meatpacking/West Village West","Stuyvesant Heights",0,-74.0085128,40.7406973,-73.9880663,40.7299553,1580
"Midtown Center","Yorkville East",12,-73.9784137,40.7553676,-73.9492079,40.7762231,1580
"Midtown North","Penn Station/Madison Sq West",8,-73.9840195,40.7549309,-73.9880662,40.7433858,1580
"Midtown North","Penn Station/Madison Sq West",18,-73.9840195,40.7549309,-73.9880662,40.7433858,1580
"Penn Station/Madison Sq West","Murray Hill",8,-73.9880662,40.7433858,-73.9756567,40.7478792,1580
"Penn Station/Madison Sq West","Penn Station/Madison Sq West",20,-73.9880662,40.7433858,-73.9880662,40.7433858,1580
"Penn Station/Madison Sq West","Times Sq/Theatre District",6,-73.9880662,40.7433858,-73.9841274,40.7592686,1580
"Stuyvesant Heights","Greenwich Village North",0,-73.9880663,40.7299553,-74.0027418,40.7335719,1580
"Stuyvesant Heights","Stuyvesant Heights",0,-73.9880663,40.7299553,-73.9880663,40.7299553,1580
"Union Sq","Midtown Center",14,-73.9910835,40.7358633,-73.9784137,40.7553676,1580
"Upper East Side North","Garment District",20,-73.9565551,40.7735649,-73.9916342,40.7547072,1580
"Upper East Side North","Midtown Center",20,-73.9565551,40.7735649,-73.9784137,40.7553676,1580
"Upper West Side North","Garment District",12,-73.9753676,40.7870106,-73.9916342,40.7547072,1580
"Central Park","Penn Station/Madison Sq West",12,-73.9741874,40.7711329,-73.9880662,40.7433858,1570
"Clinton East","Lincoln Square East",6,-73.9918181,40.7637581,-73.9844722,40.773828,1570
"Clinton East","Midtown Center",20,-73.9918181,40.7637581,-73.9784137,40.7553676,1570
"Clinton East","Midtown Center",22,-73.9918181,40.7637581,-73.9784137,40.7553676,1570
"East Chelsea","Lincoln Square East",20,-74.0013737,40.7465004,-73.9844722,40.773828,1570
"East Chelsea","Stuyvesant Heights",20,-74.0013737,40.7465004,-73.9880663,40.7299553,1570
"East Elmhurst","Yorkville East",18,-73.8713099,40.7737505,-73.9492079,40.7762231,1570
"Garment District","Upper West Side North",12,-73.9916342,40.7547072,-73.9753676,40.7870106,1570
"Little Italy/NoLiTa","Union Sq",16,-73.9954909,40.7228971,-73.9910835,40.7358633,1570
"Midtown Center","Greenwich Village North",18,-73.9784137,40.7553676,-74.0027418,40.7335719,1570
"Midtown East","Central Park",16,-73.9668408,40.7540369,-73.9741874,40.7711329,1570
"Murray Hill","Kips Bay",20,-73.9756567,40.7478792,-73.9800645,40.7423292,1570
"Murray Hill","Murray Hill",10,-73.9756567,40.7478792,-73.9756567,40.7478792,1570
"Garment District","Greenwich Village North",22,-73.9916342,40.7547072,-74.0027418,40.7335719,1560
"Garment District","Kips Bay",14,-73.9916342,40.7547072,-73.9800645,40.7423292,1560
"Garment District","Little Italy/NoLiTa",20,-73.9916342,40.7547072,-73.9954909,40.7228971,1560
"Kips Bay","Midtown East",8,-73.9800645,40.7423292,-73.9668408,40.7540369,1560
"Lenox Hill East","Upper West Side North",8,-73.9602312,40.7662315,-73.9753676,40.7870106,1560
"Lincoln Square East","Bloomingdale",8,-73.9844722,40.773828,-73.9697795,40.7988958,1560
"Lincoln Square East","East Chelsea",18,-73.9844722,40.773828,-74.0013737,40.7465004,1560
"Meatpacking/West Village West","Clinton East",2,-74.0085128,40.7406973,-73.9918181,40.7637581,1560
"Midtown Center","Upper West Side North",14,-73.9784137,40.7553676,-73.9753676,40.7870106,1560
"Midtown East","Gramercy",18,-73.9668408,40.7540369,-73.9818443,40.7376407,1560
"Midtown East","Lincoln Square East",22,-73.9668408,40.7540369,-73.9844722,40.773828,1560
"Midtown East","Midtown East",20,-73.9668408,40.7540369,-73.9668408,40.7540369,1560
"Midtown East","Penn Station/Madison Sq West",10,-73.9668408,40.7540369,-73.9880662,40.7433858,1560
"Murray Hill","Lenox Hill East",14,-73.9756567,40.7478792,-73.9602312,40.7662315,1560
"Stuyvesant Heights","Lower East Side",22,-73.9880663,40.7299553,-73.9842724,40.715033,1560
"Sutton Place/Turtle Bay North","Upper East Side North",20,-73.9601669,40.7580204,-73.9565551,40.7735649,1560
"Times Sq/Theatre District","Kips Bay",18,-73.9841274,40.7592686,-73.9800645,40.7423292,1560
"Union Sq","SoHo",18,-73.9910835,40.7358633,-74.0029883,40.723301,1560
"Upper East Side North","Central Park",22,-73.9565551,40.7735649,-73.9741874,40.7711329,1560
"Upper West Side North","Central Harlem",14,-73.9753676,40.7870106,-73.9538699,40.7988378,1560
"Flatiron","Midtown North",18,-73.9896986,40.7410605,-73.9840195,40.7549309,1550
"Garment District","East Chelsea",0,-73.9916342,40.7547072,-74.0013737,40.7465004,1550
"Garment District","Upper East Side North",6,-73.9916342,40.7547072,-73.9565551,40.7735649,1550
"Kips Bay","Midtown Center",16,-73.9800645,40.7423292,-73.9784137,40.7553676,1550
"Kips Bay","Yorkville East",20,-73.9800645,40.7423292,-73.9492079,40.7762231,1550
"Meatpacking/West Village West","Times Sq/Theatre District",22,-74.0085128,40.7406973,-73.9841274,40.7592686,1550
"Midtown Center","Meatpacking/West Village West",18,-73.9784137,40.7553676,-74.0085128,40.7406973,1550
"Midtown East","Central Park",20,-73.9668408,40.7540369,-73.9741874,40.7711329,1550
"Midtown East","Lincoln Square East",14,-73.9668408,40.7540369,-73.9844722,40.773828,1550
"Murray Hill","Midtown East",22,-73.9756567,40.7478792,-73.9668408,40.7540369,1550
"Murray Hill","Murray Hill",8,-73.9756567,40.7478792,-73.9756567,40.7478792,1550
"Murray Hill","Times Sq/Theatre District",18,-73.9756567,40.7478792,-73.9841274,40.7592686,1550
